CVE,Module,Type,Rank,Has_Check,Has_Vulhub,Success_Probability,Platform
CVE-2011-2140,exploits/windows/browser/adobe_flash_sps,exploits,Normal,False,False,0.5,win
CVE-2011-2217,exploits/windows/browser/tom_sawyer_tsgetx71ex552,exploits,Normal,False,False,0.5,win
CVE-2011-2371,exploits/windows/browser/mozilla_reduceright,exploits,Normal,False,False,0.5,win
CVE-2011-2474,auxiliary/scanner/http/sybase_easerver_traversal,auxiliary,Normal,False,False,0.5,
CVE-2011-2657,exploits/windows/browser/zenworks_helplauncher_exec,exploits,Normal,False,False,0.5,win
CVE-2011-2750,auxiliary/admin/http/novell_file_reporter_filedelete,auxiliary,Normal,False,False,0.5,
CVE-2011-2757,auxiliary/scanner/http/servicedesk_plus_traversal,auxiliary,Normal,False,False,0.5,
CVE-2011-2882,exploits/windows/browser/citrix_gateway_actx,exploits,Normal,False,False,0.5,win
CVE-2011-3167,exploits/windows/http/hp_nnm_ovbuildpath_textfile,exploits,Normal,False,False,0.5,win
CVE-2011-3175,exploits/windows/novell/zenworks_preboot_op6c_bof,exploits,Normal,False,False,0.5,win
CVE-2011-3176,exploits/windows/novell/zenworks_preboot_op4c_bof,exploits,Normal,False,False,0.5,win
CVE-2011-3200,auxiliary/dos/syslog/rsyslog_long_tag,auxiliary,Normal,False,False,0.5,
CVE-2011-3230,exploits/osx/browser/safari_file_policy,exploits,Normal,False,False,0.5,
CVE-2011-3305,auxiliary/scanner/http/cisco_nac_manager_traversal,auxiliary,Normal,False,False,0.5,
CVE-2011-3368,auxiliary/scanner/http/rewrite_proxy_bypass,auxiliary,Normal,False,False,0.5,
CVE-2011-3400,exploits/windows/browser/ms11_093_ole32,exploits,Normal,False,False,0.5,win
CVE-2011-3486,auxiliary/dos/scada/beckhoff_twincat,auxiliary,Normal,False,False,0.5,
CVE-2011-3494,exploits/windows/fileformat/esignal_styletemplate_bof,exploits,Normal,False,False,0.5,win
CVE-2011-3556,auxiliary/scanner/misc/java_rmi_server,auxiliary,Normal,False,False,0.5,
CVE-2011-3625,exploits/windows/fileformat/mplayer_sami_bof,exploits,Normal,False,False,0.5,win
CVE-2011-4034,exploits/windows/browser/teechart_pro,exploits,Normal,False,False,0.5,win
CVE-2011-4050,auxiliary/dos/scada/igss9_dataserver,auxiliary,Normal,False,False,0.5,
CVE-2011-4135,exploits/windows/license/flexnet_lmgrd_bof,exploits,Normal,False,False,0.5,win
CVE-2011-4350,auxiliary/scanner/http/yaws_traversal,auxiliary,Normal,False,False,0.5,
CVE-2011-4404,auxiliary/scanner/vmware/vmware_update_manager_traversal,auxiliary,Normal,False,False,0.5,
CVE-2011-4722,auxiliary/scanner/tftp/ipswitch_whatsupgold_tftp,auxiliary,Normal,False,False,0.5,
CVE-2011-4858,auxiliary/dos/http/hashcollision_dos,auxiliary,Normal,False,False,0.5,
CVE-2011-4862,auxiliary/scanner/telnet/telnet_encrypt_overflow,auxiliary,Normal,False,False,0.5,
CVE-2011-4885,auxiliary/dos/http/hashcollision_dos,auxiliary,Normal,False,False,0.5,
CVE-2011-4971,auxiliary/dos/misc/memcached,auxiliary,Normal,False,False,0.5,
CVE-2011-5003,exploits/windows/misc/avidphoneticindexer,exploits,Normal,False,False,0.5,win
CVE-2011-5034,auxiliary/dos/http/hashcollision_dos,auxiliary,Normal,False,False,0.5,
CVE-2011-5035,auxiliary/dos/http/hashcollision_dos,auxiliary,Normal,False,False,0.5,
CVE-2011-5164,exploits/windows/ftp/absolute_ftp_list_bof,exploits,Normal,False,False,0.5,win
CVE-2011-5227,exploits/windows/misc/enterasys_netsight_syslog_bof,exploits,Normal,False,False,0.5,win
CVE-2012-0002,auxiliary/dos/windows/rdp/ms12_020_maxchannelids,auxiliary,Normal,False,False,0.5,
CVE-2012-0003,exploits/windows/browser/ms12_004_midi,exploits,Normal,False,False,0.5,win
CVE-2012-0124,exploits/windows/misc/hp_dataprotector_new_folder,exploits,Normal,False,False,0.5,win
CVE-2012-0198,exploits/windows/browser/ibm_tivoli_pme_activex_bof,exploits,Normal,False,False,0.5,win
CVE-2012-0202,exploits/windows/misc/ibm_cognos_tm1admsd_bof,exploits,Normal,False,False,0.5,win
CVE-2012-0266,exploits/windows/browser/ntr_activex_check_bof,exploits,Normal,False,False,0.5,win
CVE-2012-0267,exploits/windows/browser/ntr_activex_stopmodule,exploits,Normal,False,False,0.5,win
CVE-2012-0270,exploits/windows/fileformat/csound_getnum_bof,exploits,Normal,False,False,0.5,win
CVE-2012-0284,exploits/windows/browser/cisco_playerpt_setsource,exploits,Normal,False,False,0.5,win
CVE-2012-0284,exploits/windows/browser/cisco_playerpt_setsource_surl,exploits,Normal,False,False,0.5,win
CVE-2012-0419,auxiliary/scanner/http/groupwise_agents_http_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-0439,exploits/windows/browser/novell_groupwise_gwcls1_actvx,exploits,Normal,False,False,0.5,win
CVE-2012-0549,exploits/windows/browser/oracle_autovue_setmarkupmode,exploits,Normal,False,False,0.5,win
CVE-2012-0663,exploits/windows/fileformat/apple_quicktime_texml,exploits,Normal,False,False,0.5,win
CVE-2012-0664,exploits/windows/fileformat/apple_quicktime_texml,exploits,Normal,False,False,0.5,win
CVE-2012-0708,exploits/windows/browser/clear_quest_cqole,exploits,Normal,False,False,0.5,win
CVE-2012-0754,exploits/windows/browser/adobe_flash_mp4_cprt,exploits,Normal,False,False,0.5,win
CVE-2012-0779,exploits/windows/browser/adobe_flash_rtmp,exploits,Normal,False,False,0.5,win
CVE-2012-0897,exploits/windows/fileformat/irfanview_jpeg2000_bof,exploits,Normal,False,False,0.5,win
CVE-2012-10024,auxiliary/gather/xbmc_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-10031,exploits/windows/fileformat/blazedvd_hdtv_bof,exploits,Normal,False,False,0.5,win
CVE-2012-10034,auxiliary/scanner/http/clansphere_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-10043,exploits/windows/fileformat/actfax_import_users_bof,exploits,Normal,False,False,0.5,win
CVE-2012-10051,exploits/windows/fileformat/proshow_load_bof,exploits,Normal,False,False,0.5,win
CVE-2012-10057,exploits/windows/fileformat/ispvm_xcf_ispxcf,exploits,Normal,False,False,0.5,win
CVE-2012-10061,auxiliary/scanner/http/sockso_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-1465,auxiliary/scanner/http/netdecision_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-1535,exploits/windows/browser/adobe_flash_otf_font,exploits,Normal,False,False,0.5,win
CVE-2012-1675,auxiliary/scanner/oracle/tnspoison_checker,auxiliary,Normal,False,False,0.5,
CVE-2012-1775,exploits/windows/browser/vlc_mms_bof,exploits,Normal,False,False,0.5,win
CVE-2012-1803,auxiliary/scanner/telnet/telnet_ruggedcom,auxiliary,Normal,False,False,0.5,
CVE-2012-1875,exploits/windows/browser/ms12_037_same_id,exploits,Normal,False,False,0.5,win
CVE-2012-1876,exploits/windows/browser/ms12_037_ie_colspan,exploits,Normal,False,False,0.5,win
CVE-2012-2175,exploits/windows/browser/inotes_dwa85w_bof,exploits,Normal,False,False,0.5,win
CVE-2012-2176,exploits/windows/browser/quickr_qp2_bof,exploits,Normal,False,False,0.5,win
CVE-2012-2215,auxiliary/scanner/misc/zenworks_preboot_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-2215,exploits/windows/novell/zenworks_preboot_op21_bof,exploits,Normal,False,False,0.5,win
CVE-2012-2288,exploits/windows/emc/networker_format_string,exploits,Normal,False,False,0.5,win
CVE-2012-2329,exploits/windows/http/php_apache_request_headers_bof,exploits,Normal,False,False,0.5,win
CVE-2012-2611,exploits/windows/misc/sap_netweaver_dispatcher,exploits,Normal,False,False,0.5,win
CVE-2012-2626,auxiliary/admin/http/scrutinizer_add_user,auxiliary,Normal,False,False,0.5,
CVE-2012-2686,auxiliary/dos/ssl/openssl_aesni,auxiliary,Normal,False,False,0.5,
CVE-2012-2763,exploits/windows/misc/gimp_script_fu,exploits,Normal,False,False,0.5,win
CVE-2012-2915,exploits/windows/fileformat/lattice_pac_bof,exploits,Normal,False,False,0.5,win
CVE-2012-2926,auxiliary/scanner/http/atlassian_crowd_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-2983,auxiliary/admin/webmin/edit_html_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-3274,exploits/windows/misc/hp_imc_uam,exploits,Normal,False,False,0.5,win
CVE-2012-3569,exploits/windows/browser/ovftool_format_string,exploits,Normal,False,False,0.5,win
CVE-2012-3569,exploits/windows/fileformat/ovf_format_string,exploits,Normal,False,False,0.5,win
CVE-2012-3752,exploits/windows/browser/apple_quicktime_texml_font_table,exploits,Normal,False,False,0.5,win
CVE-2012-3753,exploits/windows/browser/apple_quicktime_mime_type,exploits,Normal,False,False,0.5,win
CVE-2012-3815,exploits/windows/scada/winlog_runtime_2,exploits,Normal,False,False,0.5,win
CVE-2012-4031,auxiliary/scanner/http/wangkongbao_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-4333,exploits/windows/browser/samsung_neti_wiewer_backuptoavi_bof,exploits,Normal,False,False,0.5,win
CVE-2012-4347,auxiliary/scanner/http/symantec_brightmail_logfile,auxiliary,Normal,False,False,0.5,
CVE-2012-4356,auxiliary/scanner/scada/sielco_winlog_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-4711,exploits/windows/fileformat/kingview_kingmess_kvl,exploits,Normal,False,False,0.5,win
CVE-2012-4792,exploits/windows/browser/ie_cbutton_uaf,exploits,Normal,False,False,0.5,win
CVE-2012-4876,exploits/windows/browser/ultramjcam_openfiledig_bof,exploits,Normal,False,False,0.5,win
CVE-2012-4914,exploits/windows/fileformat/coolpdf_image_stream_bof,exploits,Normal,False,False,0.5,win
CVE-2012-4924,exploits/windows/browser/asus_net4switch_ipswcom,exploits,Normal,False,False,0.5,win
CVE-2012-4933,auxiliary/scanner/http/zenworks_assetmanagement_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-4933,auxiliary/scanner/http/zenworks_assetmanagement_getconfig,auxiliary,Normal,False,False,0.5,
CVE-2012-4940,auxiliary/admin/http/axigen_file_access,auxiliary,Normal,False,False,0.5,
CVE-2012-4959,auxiliary/dos/http/novell_file_reporter_heap_bof,auxiliary,Normal,False,False,0.5,
CVE-2012-4959,auxiliary/scanner/http/novell_file_reporter_fsfui_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-4959,auxiliary/scanner/http/novell_file_reporter_srs_fileaccess,auxiliary,Normal,False,False,0.5,
CVE-2012-5159,exploits/multi/http/phpmyadmin_3522_backdoor,exploits,Normal,False,False,0.5,php
CVE-2012-5192,auxiliary/scanner/http/bitweaver_overlay_type_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-5202,auxiliary/scanner/http/hp_imc_faultdownloadservlet_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-5203,auxiliary/scanner/http/hp_imc_reportimgservlt_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-5204,auxiliary/scanner/http/hp_imc_ictdownloadservlet_traversal,auxiliary,Normal,False,False,0.5,
CVE-2012-5687,auxiliary/scanner/http/tplink_traversal_noauth,auxiliary,Normal,False,False,0.5,
CVE-2012-5691,exploits/windows/fileformat/real_player_url_property_bof,exploits,Normal,False,False,0.5,win
CVE-2012-5946,exploits/windows/browser/ibm_spss_c1sizer,exploits,Normal,False,False,0.5,win
CVE-2012-5958,auxiliary/scanner/upnp/ssdp_msearch,auxiliary,Normal,False,False,0.5,
CVE-2012-5958,exploits/multi/upnp/libupnp_ssdp_overflow,exploits,Normal,False,False,0.5,unix
CVE-2012-5959,auxiliary/scanner/upnp/ssdp_msearch,auxiliary,Normal,False,False,0.5,
CVE-2012-6275,exploits/windows/misc/bigant_server_sch_dupf_bof,exploits,Normal,False,False,0.5,win
CVE-2012-6301,auxiliary/dos/android/android_stock_browser_iframe,auxiliary,Normal,False,False,0.5,
CVE-2012-6530,exploits/windows/http/sysax_create_folder,exploits,Normal,False,False,0.5,win
CVE-2012-6663,auxiliary/gather/d20pass,auxiliary,Normal,False,False,0.5,
CVE-2013-0074,exploits/windows/browser/ms13_022_silverlight_script_object,exploits,Normal,False,False,0.5,win
CVE-2013-0136,auxiliary/admin/http/mutiny_frontend_read_delete,auxiliary,Normal,False,False,0.5,
CVE-2013-0156,auxiliary/scanner/http/rails_json_yaml_scanner,auxiliary,Normal,False,False,0.5,
CVE-2013-0156,auxiliary/scanner/http/rails_xml_yaml_scanner,auxiliary,Normal,False,False,0.5,
CVE-2013-0229,auxiliary/dos/upnp/miniupnpd_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-0229,auxiliary/scanner/upnp/ssdp_msearch,auxiliary,Normal,False,False,0.5,
CVE-2013-0230,auxiliary/scanner/upnp/ssdp_msearch,auxiliary,Normal,False,False,0.5,
CVE-2013-0233,auxiliary/admin/http/rails_devise_pass_reset,auxiliary,Normal,False,False,0.5,
CVE-2013-0235,auxiliary/scanner/http/wordpress_pingback_access,auxiliary,Normal,False,False,0.5,
CVE-2013-0634,exploits/windows/browser/adobe_flash_regex_value,exploits,Normal,False,False,0.5,win
CVE-2013-0653,auxiliary/admin/scada/ge_proficy_substitute_traversal,auxiliary,Normal,False,False,0.5,
CVE-2013-0726,exploits/windows/fileformat/erdas_er_viewer_bof,exploits,Normal,False,False,0.5,win
CVE-2013-0753,exploits/windows/browser/mozilla_firefox_xmlserializer,exploits,Normal,False,False,0.5,win
CVE-2013-10036,exploits/windows/fileformat/beetel_netconfig_ini_bof,exploits,Normal,False,False,0.5,win
CVE-2013-10057,exploits/windows/browser/synactis_connecttosynactis_bof,exploits,Normal,False,False,0.5,win
CVE-2013-10062,auxiliary/scanner/http/linksys_e1500_traversal,auxiliary,Normal,False,False,0.5,
CVE-2013-10063,auxiliary/scanner/http/netgear_sph200d_traversal,auxiliary,Normal,False,False,0.5,
CVE-2013-10064,exploits/windows/misc/actfax_raw_server_bof,exploits,Normal,False,False,0.5,win
CVE-2013-10065,auxiliary/dos/windows/ssh/sysax_sshd_kexchange,auxiliary,Normal,False,False,0.5,
CVE-2013-10068,exploits/windows/browser/foxit_reader_plugin_url_bof,exploits,Normal,False,False,0.5,win
CVE-2013-10069,auxiliary/admin/http/dlink_dir_300_600_exec_noauth,auxiliary,Normal,False,False,0.5,
CVE-2013-1017,exploits/windows/browser/apple_quicktime_rdrf,exploits,Normal,False,False,0.5,win
CVE-2013-1017,exploits/windows/fileformat/apple_quicktime_rdrf,exploits,Normal,False,False,0.5,win
CVE-2013-1081,auxiliary/scanner/http/novell_mdm_creds,auxiliary,Normal,False,False,0.5,
CVE-2013-1391,auxiliary/scanner/misc/dvr_config_disclosure,auxiliary,Normal,False,False,0.5,
CVE-2013-1493,exploits/windows/browser/java_cmm,exploits,Normal,False,False,0.5,java
CVE-2013-1625,auxiliary/scanner/http/titan_ftp_admin_pwd,auxiliary,Normal,False,False,0.5,
CVE-2013-1690,exploits/windows/browser/mozilla_firefox_onreadystatechange,exploits,Normal,False,False,0.5,win
CVE-2013-1814,auxiliary/gather/apache_rave_creds,auxiliary,Normal,False,False,0.5,
CVE-2013-1892,exploits/linux/misc/mongod_native_helper,exploits,Normal,False,False,0.5,linux
CVE-2013-1899,auxiliary/scanner/postgres/postgres_dbname_flag_injection,auxiliary,Normal,False,False,0.5,
CVE-2013-2050,auxiliary/admin/http/cfme_manageiq_evm_pass_reset,auxiliary,Normal,False,False,0.5,
CVE-2013-2113,auxiliary/admin/http/foreman_openstack_satellite_priv_esc,auxiliary,Normal,False,False,0.5,
CVE-2013-2143,auxiliary/admin/http/katello_satellite_priv_esc,auxiliary,Normal,False,False,0.5,
CVE-2013-2370,exploits/windows/browser/hp_loadrunner_writefilebinary,exploits,Normal,False,False,0.5,win
CVE-2013-2551,exploits/windows/browser/ms13_037_svg_dashstyle,exploits,Normal,False,False,0.5,win
CVE-2013-2641,auxiliary/admin/http/sophos_wpa_traversal,auxiliary,Normal,False,False,0.5,
CVE-2013-3163,exploits/windows/browser/ms13_055_canchor,exploits,Normal,False,False,0.5,win
CVE-2013-3184,exploits/windows/browser/ms13_059_cflatmarkuppointer,exploits,Normal,False,False,0.5,win
CVE-2013-3205,exploits/windows/browser/ms13_069_caret,exploits,Normal,False,False,0.5,win
CVE-2013-3248,exploits/windows/fileformat/corelpdf_fusion_bof,exploits,Normal,False,False,0.5,win
CVE-2013-3319,auxiliary/scanner/sap/sap_hostctrl_getcomputersystem,auxiliary,Normal,False,False,0.5,
CVE-2013-3346,exploits/windows/browser/adobe_toolbutton,exploits,Normal,False,False,0.5,win
CVE-2013-3346,exploits/windows/fileformat/adobe_toolbutton,exploits,Normal,False,False,0.5,win
CVE-2013-3482,exploits/windows/fileformat/erdas_er_viewer_rf_report_error,exploits,Normal,False,False,0.5,win
CVE-2013-3617,auxiliary/admin/http/openbravo_xxe,auxiliary,Normal,False,False,0.5,
CVE-2013-3619,auxiliary/scanner/http/smt_ipmi_static_cert_scanner,auxiliary,Normal,False,False,0.5,
CVE-2013-3843,auxiliary/dos/http/monkey_headers,auxiliary,Normal,False,False,0.5,
CVE-2013-3893,exploits/windows/browser/ie_setmousecapture_uaf,exploits,Normal,False,False,0.5,win
CVE-2013-3893,exploits/windows/browser/ms13_080_cdisplaypointer,exploits,Normal,False,False,0.5,win
CVE-2013-3918,exploits/windows/browser/ms13_090_cardspacesigninhelper,exploits,Normal,False,False,0.5,win
CVE-2013-3928,exploits/windows/fileformat/chasys_draw_ies_bmp_bof,exploits,Normal,False,False,0.5,win
CVE-2013-4074,auxiliary/dos/wireshark/capwap,auxiliary,Normal,False,False,0.5,
CVE-2013-4124,auxiliary/dos/samba/read_nttrans_ea_list,auxiliary,Normal,False,False,0.5,
CVE-2013-4164,auxiliary/dos/http/rails_json_float_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-4614,auxiliary/scanner/http/canon_wireless,auxiliary,Normal,False,False,0.5,
CVE-2013-4615,auxiliary/dos/http/canon_wireless_printer,auxiliary,Normal,False,False,0.5,
CVE-2013-4782,auxiliary/scanner/ipmi/ipmi_cipher_zero,auxiliary,Normal,False,False,0.5,
CVE-2013-4786,auxiliary/scanner/ipmi/ipmi_dumphashes,auxiliary,Normal,False,False,0.5,
CVE-2013-4798,exploits/windows/browser/hp_loadrunner_writefilestring,exploits,Normal,False,False,0.5,win
CVE-2013-4800,exploits/windows/misc/hp_loadrunner_magentproc,exploits,Normal,False,False,0.5,win
CVE-2013-4823,auxiliary/scanner/http/hp_imc_bims_downloadservlet_traversal,auxiliary,Normal,False,False,0.5,
CVE-2013-4824,auxiliary/admin/hp/hp_imc_som_create_account,auxiliary,Normal,False,False,0.5,
CVE-2013-4826,auxiliary/scanner/http/hp_imc_som_file_download,auxiliary,Normal,False,False,0.5,
CVE-2013-4988,exploits/windows/fileformat/icofx_bof,exploits,Normal,False,False,0.5,win
CVE-2013-5019,exploits/windows/http/ultraminihttp_bof,exploits,Normal,False,False,0.5,win
CVE-2013-5211,auxiliary/scanner/ntp/ntp_monlist,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/ntp/ntp_peer_list_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/ntp/ntp_peer_list_sum_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/ntp/ntp_readvar,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/ntp/ntp_req_nonce_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/ntp/ntp_reslist_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/ntp/ntp_unsettrap_dos,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/portmap/portmap_amp,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/udp/udp_amplification,auxiliary,Normal,False,False,0.5,
CVE-2013-5211,auxiliary/scanner/upnp/ssdp_amp,auxiliary,Normal,False,False,0.5,
CVE-2013-5331,exploits/windows/browser/adobe_flash_filters_type_confusion,exploits,Normal,False,False,0.5,win
CVE-2013-5447,exploits/windows/fileformat/ibm_forms_viewer_fontname,exploits,Normal,False,False,0.5,win
CVE-2013-5795,auxiliary/scanner/http/oracle_demantra_database_credentials_leak,auxiliary,Normal,False,False,0.5,
CVE-2013-5877,auxiliary/scanner/http/oracle_demantra_file_retrieval,auxiliary,Normal,False,False,0.5,
CVE-2013-5880,auxiliary/scanner/http/oracle_demantra_database_credentials_leak,auxiliary,Normal,False,False,0.5,
CVE-2013-5880,auxiliary/scanner/http/oracle_demantra_file_retrieval,auxiliary,Normal,False,False,0.5,
CVE-2013-5967,auxiliary/gather/alienvault_iso27001_sqli,auxiliary,Normal,False,False,0.5,linux
CVE-2013-6031,auxiliary/gather/huawei_wifi_info,auxiliary,Normal,False,False,0.5,
CVE-2013-6117,auxiliary/scanner/misc/dahua_dvr_auth_bypass,auxiliary,Normal,False,False,0.5,
CVE-2013-6129,auxiliary/admin/http/vbulletin_upgrade_admin,auxiliary,Normal,False,False,0.5,
CVE-2013-6414,auxiliary/dos/http/rails_action_view,auxiliary,Normal,False,False,0.5,
CVE-2013-6785,auxiliary/scanner/http/smt_ipmi_url_redirect_traversal,auxiliary,Normal,False,False,0.5,
CVE-2013-6935,exploits/windows/fileformat/watermark_master,exploits,Normal,False,False,0.5,win
CVE-2013-7260,exploits/windows/fileformat/realplayer_ver_attribute_bof,exploits,Normal,False,False,0.5,win
CVE-2013-7331,auxiliary/gather/ms14_052_xmldom,auxiliary,Normal,False,False,0.5,win
CVE-2013-7409,exploits/windows/fileformat/allplayer_m3u_bof,exploits,Normal,False,False,0.5,win
CVE-2014-0050,auxiliary/dos/http/apache_commons_fileupload_dos,auxiliary,Normal,False,False,0.5,
CVE-2014-0195,auxiliary/dos/ssl/dtls_fragment_overflow,auxiliary,Normal,False,False,0.5,
CVE-2014-0224,auxiliary/gather/ssllabs_scan,auxiliary,Normal,False,False,0.5,
CVE-2014-0224,auxiliary/scanner/ssl/openssl_ccs,auxiliary,Normal,False,False,0.5,
CVE-2014-0307,exploits/windows/browser/ms14_012_textrange,exploits,Normal,False,False,0.5,win
CVE-2014-0322,exploits/windows/browser/ms14_012_cmarkup_uaf,exploits,Normal,False,False,0.5,win
CVE-2014-0497,exploits/windows/browser/adobe_flash_avm2,exploits,Normal,False,False,0.5,win
CVE-2014-0644,auxiliary/gather/emc_cta_xxe,auxiliary,Normal,False,False,0.5,
CVE-2014-0659,auxiliary/scanner/misc/sercomm_backdoor_scanner,auxiliary,Normal,False,False,0.5,
CVE-2014-0781,auxiliary/dos/scada/yokogawa_logsvr,auxiliary,Normal,False,False,0.5,
CVE-2014-0980,exploits/windows/fileformat/publishit_pui,exploits,Normal,False,False,0.5,win
CVE-2014-100002,auxiliary/scanner/http/support_center_plus_directory_traversal,auxiliary,Normal,False,False,0.5,
CVE-2014-125114,exploits/windows/fileformat/iftp_schedule_bof,exploits,Normal,False,False,0.5,win
CVE-2014-125125,auxiliary/scanner/http/a10networks_ax_directory_traversal,auxiliary,Normal,False,False,0.5,
CVE-2014-1761,exploits/windows/fileformat/ms14_017_rtf,exploits,Normal,False,False,0.5,win
CVE-2014-2127,auxiliary/scanner/http/cisco_ssl_vpn_priv_esc,auxiliary,Normal,False,False,0.5,
CVE-2014-2206,exploits/windows/browser/getgodm_http_response_bof,exploits,Normal,False,False,0.5,win
CVE-2014-2238,auxiliary/gather/mantisbt_admin_sqli,auxiliary,Normal,False,False,0.5,"win, linux"
CVE-2014-2364,exploits/windows/browser/advantech_webaccess_dvs_getcolor,exploits,Normal,False,False,0.5,win
CVE-2014-2973,exploits/windows/fileformat/bpftp_client_bps_bof,exploits,Normal,False,False,0.5,win
CVE-2014-3300,auxiliary/voip/cisco_cucdm_call_forward,auxiliary,Normal,False,False,0.5,
CVE-2014-3300,auxiliary/voip/cisco_cucdm_speed_dials,auxiliary,Normal,False,False,0.5,
CVE-2014-3888,exploits/windows/scada/yokogawa_bkfsim_vhfd,exploits,Normal,False,False,0.5,win
CVE-2014-4862,auxiliary/scanner/snmp/arris_dg950,auxiliary,Normal,False,False,0.5,
CVE-2014-4863,auxiliary/scanner/snmp/arris_dg950,auxiliary,Normal,False,False,0.5,
CVE-2014-4872,auxiliary/gather/trackit_sql_domain_creds,auxiliary,Normal,False,False,0.5,
CVE-2014-4877,auxiliary/server/wget_symlink_file_write,auxiliary,Normal,False,False,0.5,
CVE-2014-4880,exploits/linux/misc/hikvision_rtsp_bof,exploits,Normal,False,False,0.5,linux
CVE-2014-5208,auxiliary/admin/scada/yokogawa_bkbcopyd_client,auxiliary,Normal,False,False,0.5,
CVE-2014-5266,auxiliary/dos/http/wordpress_xmlrpc_dos,auxiliary,Normal,False,False,0.5,
CVE-2014-5383,auxiliary/gather/alienvault_newpolicyform_sqli,auxiliary,Normal,False,False,0.5,
CVE-2014-5445,auxiliary/admin/http/netflow_file_download,auxiliary,Normal,False,False,0.5,
CVE-2014-6038,auxiliary/gather/eventlog_cred_disclosure,auxiliary,Normal,False,False,0.5,
CVE-2014-6039,auxiliary/gather/eventlog_cred_disclosure,auxiliary,Normal,False,False,0.5,
CVE-2014-6041,auxiliary/admin/android/google_play_store_uxss_xframe_rce,auxiliary,Normal,False,False,0.5,
CVE-2014-6041,auxiliary/gather/android_object_tag_webview_uxss,auxiliary,Normal,False,False,0.5,
CVE-2014-6041,auxiliary/gather/android_stock_browser_uxss,auxiliary,Normal,False,False,0.5,
CVE-2014-6324,auxiliary/admin/kerberos/ms14_068_kerberos_checksum,auxiliary,Normal,False,False,0.5,
CVE-2014-6593,auxiliary/server/jsse_skiptls_mitm_proxy,auxiliary,Normal,False,False,0.5,
CVE-2014-7816,auxiliary/scanner/http/wildfly_traversal,auxiliary,Normal,False,False,0.5,
CVE-2014-7862,auxiliary/admin/http/manage_engine_dc_create_admin,auxiliary,Normal,False,False,0.5,
CVE-2014-7863,auxiliary/admin/http/manageengine_dir_listing,auxiliary,Normal,False,False,0.5,
CVE-2014-7863,auxiliary/admin/http/manageengine_file_download,auxiliary,Normal,False,False,0.5,
CVE-2014-8586,auxiliary/scanner/http/wordpress_cp_calendar_sqli,auxiliary,Normal,False,False,0.5,
CVE-2014-9034,auxiliary/dos/http/wordpress_long_password_dos,auxiliary,Normal,False,False,0.5,
CVE-2014-9195,auxiliary/admin/scada/phoenix_command,auxiliary,Normal,False,False,0.5,
CVE-2014-9566,auxiliary/gather/solarwinds_orion_sqli,auxiliary,Normal,False,False,0.5,
CVE-2014-9707,auxiliary/scanner/http/goahead_traversal,auxiliary,Normal,False,False,0.5,
CVE-2015-0072,auxiliary/gather/ie_uxss_injection,auxiliary,Normal,False,False,0.5,win
CVE-2015-0235,auxiliary/scanner/http/wordpress_ghost_scanner,auxiliary,Normal,False,False,0.5,
CVE-2015-0318,exploits/windows/browser/adobe_flash_pcre,exploits,Normal,False,False,0.5,win
CVE-2015-0921,auxiliary/gather/mcafee_epo_xxe,auxiliary,Normal,False,False,0.5,
CVE-2015-0922,auxiliary/gather/mcafee_epo_xxe,auxiliary,Normal,False,False,0.5,
CVE-2015-0964,auxiliary/admin/http/arris_motorola_surfboard_backdoor_xss,auxiliary,Normal,False,False,0.5,
CVE-2015-0965,auxiliary/admin/http/arris_motorola_surfboard_backdoor_xss,auxiliary,Normal,False,False,0.5,
CVE-2015-0966,auxiliary/admin/http/arris_motorola_surfboard_backdoor_xss,auxiliary,Normal,False,False,0.5,
CVE-2015-0975,auxiliary/gather/opennms_xxe,auxiliary,Normal,False,False,0.5,
